IAN,IPV,IAA,IPS,IPP
10.0,8.7,9.6,7.5,8.3
10.0,7.2,7.0,7.5,7.5
10.0,7.2,9.2,7.5,7.5
10.0,8.4,6.4,5.0,8.1
10.0,7.9,8.0,5.6,7.9
10.0,7.1,8.5,7.5,7.5
5.0,7.3,8.8,7.5,7.5
10.0,9.8,10.0,7.5,7.5
10.0,9.7,8.5,7.5,8.1
10.0,8.7,7.9,7.5,7.7
5.0,7.1,9.0,7.5,7.2
5.0,8.5,7.5,6.3,7.5
5.0,7916665.0,1000002.0,7.5,5625.0
5.0,8055553333333330.0,1000002.0,7.5,6.25
5.0,7833336666666660.0,641668.0,7.5,6458333333333330.0
10.0,7.5,9000020000000000.0,7.5,6.25
5.0,791667.0,1000002.0,7.5,59375.0
5.0,76250025.0,916668.0,5.0,765625.0
5.0,950001.0,8000020000000000.0,7.5,7083333333333330.0
5.0,6722219999999990.0,8500020000000000.0,6875.0,4791666666666660.0
5.0,7.5,950002.0,7.5,59375.0
5.0,8111113333333330.0,1000002.0,7.5,6666666666666660.0
10.0,8.5,1000002.0,7.5,5625.0
10.0,7166665.0,8000020000000000.0,7.5,46875.0
5.0,8333335.0,8000020000000000.0,7.5,65625.0
10.0,8249995.0,750002.0,7.5,3125.0
5.0,7083335.0,9000020000000000.0,7.5,59375.0
5.0,7111109999999990.0,9000020000000000.0,7.5,5625.0
5.0,8250005.0,1000002.0,7.5,5625.0
10.0,6666665.0,691668.0,7.5,53125.0
5.0,7.75,791667.0,7.5,734375.0
5.0,641666.0,7.5,7.5,7.5
5.0,77916675.0,583333.0,6.25,796875.0
5.0,7777779999999990.0,8500020000000000.0,7.5,6.25
5.0,720833.0,916668.0,6.25,734375.0
5.0,6777773333333330.0,7916679999999990.0,6.25,6.25
10.0,6888883333333330.0,8500020000000000.0,7.5,6041666666666660.0
5.0,7222223333333330.0,8500020000000000.0,7.5,6.25
5.0,4625.0,541667.0,6.25,5625.0
5.0,9250005.0,950002.0,7.5,65625.0
5.0,691666.0,9000020000000000.0,7.5,5625.0
5.0,7374995.0,791667.0,7.5,8125.0
5.0,7277773333333330.0,833334.0,5625.0,796875.0
5.0,738889.0,1000002.0,7.5,6.25
5.0,691666.0,950002.0,5625.0,5625.0
5.0,38333325.0,875001.0,7.5,484375.0
10.0,65416625.0,666667.0,7.5,734375.0
5.0,7916665.0,9000020000000000.0,5.0,59375.0
5.0,8.5,1000002.0,7.5,5625.0
10.0,861111.0,1000002.0,7.5,6666666666666660.0
5.0,62916575.0,833334.0,7.5,671875.0
5.0,74166675.0,791667.0,6875.0,7.5
10.0,827778.0,1000002.0,7.5,5833333333333330.0
5.0,8.25,1000002.0,8.75,5625.0
5.0,7833336666666660.0,691668.0,7.5,6666666666666660.0
10.0,720833.0,958335.0,7.5,734375.0
5.0,7.5,683334.0,5625.0,6.25
5.0,7750005.0,791667.0,7.5,6875.0
5.0,8833335.0,950002.0,5.0,5625.0
5.0,71250025.0,916668.0,5625.0,796875.0
10.0,90833375.0,958335.0,5625.0,890625.0
5.0,6888886666666660.0,5833320000000000.0,7.5,671875.0
5.0,7500003333333330.0,8500020000000000.0,7.5,6458333333333330.0
5.0,766666.0,950002.0,7.5,5625.0
10.0,558333.0,791667.0,7.5,7.5
5.0,72916625.0,791667.0,7.5,78125.0
5.0,72916625.0,875001.0,7.5,7.5
5.0,7444443333333330.0,9000020000000000.0,5.0,6.25
10.0,7416665.0,708333.0,6.25,765625.0
5.0,7833333333333330.0,7333340000000000.0,7.5,6041666666666660.0
5.0,7749995.0,950002.0,5625.0,5625.0
10.0,858333.0,1000002.0,7.5,5625.0
5.0,8083335.0,791668.0,7.5,5625.0
5.0,7666665.0,9000020000000000.0,7.5,5625.0
10.0,54166575.0,916668.0,5625.0,5625.0
5.0,7.25,950002.0,7.5,53125.0
10.0,761111.0,1000002.0,7.5,6.25
5.0,933334.0,1000002.0,7.5,65625.0
10.0,7249995.0,916668.0,6.25,734375.0
5.0,6777773333333330.0,8000020000000000.0,7.5,6458333333333330.0
10.0,7055549999999990.0,9000020000000000.0,7.5,6041666666666660.0
10.0,6888886666666660.0,9000020000000000.0,7.5,5416666666666660.0
5.0,7.5,9000020000000000.0,7.5,40625.0
5.0,6833329999999990.0,1000002.0,7.5,5625.0
5.0,7166665.0,9000020000000000.0,5625.0,5.0
5.0,7888893333333330.0,9000020000000000.0,5625.0,6875.0
10.0,695833.0,791667.0,4375.0,703125.0
5.0,7583335.0,8000020000000000.0,6875.0,53125.0
5.0,6624995.0,1000002.0,5625.0,71875.0
5.0,6833326666666660.0,9000020000000000.0,5.0,5625.0
5.0,9.0,1000002.0,7.5,5625.0
5.0,7416665.0,950002.0,5625.0,5625.0
10.0,6166660000000000.0,958335.0,7.5,7.5
5.0,841667.0,1000002.0,7.5,796875.0
5.0,7208335.0,875001.0,5.0,703125.0
5.0,8208335.0,833334.0,7.5,8125.0
5.0,8222223333333330.0,950002.0,7.5,6041666666666660.0
5.0,894445.0,1000002.0,5.0,6875.0
10.0,8125.0,833334.0,6875.0,8125.0
10.0,72499975.0,875001.0,5.0,703125.0
5.0,5999996666666660.0,349998.0,7.5,6.25
10.0,77083325.0,791667.0,5.0,7.5
5.0,649999.0,833334.0,5.0,71875.0
5.0,8583335.0,9000020000000000.0,5625.0,5625.0
5.0,761111.0,8500020000000000.0,7.5,6041666666666660.0
5.0,716666.0,950002.0,4375.0,5625.0
10.0,7333329999999990.0,8500020000000000.0,7.5,6041666666666660.0
5.0,6888883333333330.0,9000020000000000.0,6.25,6041666666666660.0
5.0,7999995.0,950002.0,5.0,5625.0
5.0,738889.0,750002.0,7.5,6041666666666660.0
5.0,683333.0,791667.0,7.5,71875.0
5.0,694444.0,641668.0,5.0,5625.0
10.0,7249995.0,833334.0,7.5,7.5
5.0,42916725.0,666666.0,5.0,515625.0
10.0,733333.0,950002.0,7.5,5625.0
10.0,7249995.0,8500020000000000.0,7.5,5625.0
5.0,7111109999999990.0,683334.0,7.5,6875.0
5.0,6000005.0,9000020000000000.0,6.25,53125.0
5.0,8333335.0,9000020000000000.0,7.5,65625.0
10.0,741666.0,950002.0,6875.0,46875.0
5.0,6388893333333330.0,950002.0,5.0,4375.0
5.0,6777773333333330.0,8500020000000000.0,7.5,6458333333333330.0
5.0,77499975.0,875001.0,5625.0,765625.0
5.0,7722223333333330.0,750002.0,7.5,6.25
5.0,695833.0,916668.0,5625.0,765625.0
5.0,7625.0,791667.0,7.5,765625.0
5.0,7944443333333330.0,833334.0,7.5,7.5
10.0,5833336666666660.0,950002.0,6875.0,6.25
5.0,7555556666666660.0,8000020000000000.0,7.5,6.25
5.0,7583335.0,8500020000000000.0,7.5,5625.0
5.0,8055556666666660.0,9000020000000000.0,7.5,6.25
5.0,5166655.0,950002.0,4375.0,28125.0
5.0,6777773333333330.0,950002.0,5625.0,3333333333333330.0
10.0,9083335.0,950002.0,7.5,65625.0
5.0,6611106666666660.0,1000002.0,7.5,6458333333333330.0
5.0,6166663333333330.0,950002.0,7.5,5833333333333330.0
5.0,47083275.0,875001.0,7.5,609375.0
5.0,7277773333333330.0,950002.0,7.5,5625.0
5.0,66666675.0,916668.0,5.0,8125.0
5.0,644444.0,1000002.0,6875.0,5625.0
5.0,583333.0,8000020000000000.0,5.0,4375.0
10.0,7916665.0,950002.0,7.5,5.0
10.0,7.5,950002.0,6.25,5.0
10.0,59999925.0,666666.0,6875.0,6875.0
10.0,7.5,8500020000000000.0,7.5,5625.0
5.0,8111106666666660.0,9000020000000000.0,7.5,6041666666666660.0
5.0,5583325.0,8500020000000000.0,5625.0,4375.0
5.0,483333.0,7916679999999990.0,5.0,4166666666666660.0
5.0,6944443333333330.0,9000020000000000.0,6875.0,6458333333333330.0
10.0,7333335.0,950002.0,7.5,53125.0
5.0,7.5,9000020000000000.0,6875.0,6041666666666660.0
5.0,616666.0,1000002.0,6875.0,46875.0
5.0,7.5,9000020000000000.0,7.5,6.25
10.0,8.0,1000002.0,6.25,46875.0
5.0,7416665.0,9000020000000000.0,7.5,53125.0
5.0,758333.0,950002.0,6875.0,5625.0
10.0,7499995.0,950002.0,7.5,5625.0
10.0,8.0,1000002.0,7.5,5625.0
10.0,733333.0,7416679999999990.0,7.5,6.25
5.0,6611106666666660.0,950002.0,7.5,6458333333333330.0
5.0,6416655.0,7916679999999990.0,4375.0,5.0
5.0,7833335.0,9000020000000000.0,7.5,6.25
10.0,6777773333333330.0,875001.0,6.25,78125.0
5.0,727778.0,1000002.0,7.5,6.25
10.0,838889.0,9000020000000000.0,5625.0,6666666666666660.0
5.0,78333325.0,916668.0,5625.0,734375.0
5.0,9.5,9000020000000000.0,6875.0,5625.0
10.0,7.5,9000020000000000.0,5.0,6.25
5.0,7555556666666660.0,8500020000000000.0,7.5,5833333333333330.0
5.0,68333275.0,833334.0,6.25,734375.0
5.0,5888883333333330.0,7.5,5.0,65625.0
5.0,772222.0,9000020000000000.0,7.5,6041666666666660.0
10.0,7708335.0,791667.0,7.5,8125.0
5.0,7388886666666660.0,8500020000000000.0,6875.0,6041666666666660.0
10.0,6777773333333330.0,9000020000000000.0,7.5,6458333333333330.0
5.0,7055553333333330.0,1000002.0,6875.0,6458333333333330.0
5.0,1000001.0,958335.0,10.0,8.75
5.0,46250025.0,708333.0,5.0,53125.0
10.0,866667.0,1000002.0,5625.0,5.0
10.0,7666666666666660.0,9000020000000000.0,7.5,6041666666666660.0
5.0,7499996666666660.0,1000002.0,7.5,6.25
10.0,7.5,1000002.0,7.5,5625.0
5.0,941667.0,1000002.0,7.5,59375.0
5.0,70833275.0,7916679999999990.0,6.25,734375.0
10.0,5999993333333330.0,541667.0,5.0,71875.0
5.0,841667.0,1000002.0,7.5,5625.0
10.0,670833.0,708333.0,5.0,734375.0
5.0,7333333333333330.0,950002.0,5.0,5416666666666660.0
5.0,7055553333333330.0,641668.0,5625.0,6.25
10.0,5055556666666660.0,666667.0,7.5,6.25
5.0,866667.0,950002.0,7.5,5625.0
10.0,8222226666666660.0,1000002.0,7.5,6875.0
5.0,6944436666666660.0,950002.0,7.5,5833333333333330.0
5.0,5833336666666660.0,691668.0,5.0,6041666666666660.0
5.0,9083335.0,8500020000000000.0,7.5,5625.0
10.0,8416665.0,8500020000000000.0,7.5,6.25
10.0,7625.0,833334.0,7.5,8125.0
10.0,8166670000000000.0,950002.0,7.5,6666666666666660.0
10.0,733333.0,1000002.0,5625.0,53125.0
5.0,7833325.0,9000020000000000.0,7.5,5625.0
5.0,6166670000000000.0,833334.0,7.5,6875.0
5.0,6777776666666660.0,9000020000000000.0,7.5,5416666666666660.0
10.0,6999995.0,1000002.0,5.0,40625.0
5.0,694444.0,8500020000000000.0,7.5,6041666666666660.0
10.0,841667.0,950002.0,7.5,5625.0
10.0,7833336666666660.0,8000020000000000.0,5.0,6458333333333330.0
5.0,73749975.0,875001.0,7.5,71875.0
5.0,6916665.0,1000002.0,4375.0,53125.0
5.0,64166575.0,916668.0,7.5,7.5
5.0,633333.0,791667.0,5.0,6875.0
10.0,79166675.0,833334.0,7.5,828125.0
10.0,595833.0,666667.0,5625.0,734375.0
10.0,8041667499999990.0,7.5,7.5,828125.0
5.0,7249995.0,1000002.0,7.5,40625.0
10.0,577778.0,7416679999999990.0,4375.0,6041666666666660.0
10.0,5277776666666660.0,875001.0,5625.0,5625.0
5.0,58749925.0,541666.0,6.25,734375.0
5.0,6499995.0,875001.0,7.5,5416666666666660.0
5.0,85833375.0,833334.0,5625.0,8125.0
5.0,6111106666666660.0,875001.0,5.0,703125.0
10.0,8.5,916668.0,5625.0,859375.0
10.0,704166.0,708333.0,5.0,765625.0
10.0,7388886666666660.0,791667.0,5625.0,828125.0
5.0,7.25,9000020000000000.0,5625.0,5625.0
5.0,791666.0,8500020000000000.0,4375.0,5625.0
5.0,479166.0,7.5,6.25,65625.0
5.0,7055553333333330.0,950002.0,7.5,5833333333333330.0
5.0,916667.0,950002.0,5625.0,5625.0
10.0,7499995.0,8500020000000000.0,5625.0,5625.0
5.0,6333329999999990.0,791667.0,7.5,71875.0
10.0,7999995.0,950002.0,5625.0,53125.0
10.0,6999995.0,8000020000000000.0,7.5,5625.0
10.0,6833326666666660.0,8500020000000000.0,7.5,5833333333333330.0
5.0,7833336666666660.0,9000020000000000.0,7.5,6.25
10.0,741666.0,9000020000000000.0,7.5,5625.0
10.0,7055549999999990.0,950002.0,7.5,6041666666666660.0
5.0,7555556666666660.0,8500020000000000.0,7.5,6.25
5.0,66249925.0,1000002.0,5625.0,7.5
10.0,6833326666666660.0,8500020000000000.0,7.5,5625.0
5.0,6999995.0,9000020000000000.0,5625.0,5625.0
5.0,68333275.0,1000002.0,7.5,7.5
5.0,855556.0,950002.0,7.5,6.25
5.0,437499.0,916668.0,5.0,4375.0
5.0,8083335.0,950002.0,7.5,5625.0
5.0,7333336666666660.0,9000020000000000.0,6.25,6666666666666660.0
5.0,66666625.0,1000002.0,7.5,703125.0
10.0,808334.0,950002.0,6875.0,5625.0
5.0,791667.0,9000020000000000.0,7.5,6.25
5.0,7.5,8000020000000000.0,7.5,6041666666666660.0
5.0,7666665.0,8000020000000000.0,7.5,53125.0
5.0,3750005.0,691668.0,5.0,3125.0
5.0,838889.0,1000002.0,6875.0,8125.0
5.0,7166663333333330.0,9000020000000000.0,7.5,6.25
5.0,7555556666666660.0,8500020000000000.0,7.5,5833333333333330.0
5.0,7222219999999990.0,791667.0,7.5,796875.0
10.0,604166.0,875001.0,5625.0,734375.0
5.0,766667.0,8000020000000000.0,7.5,6458333333333330.0
5.0,7916665.0,8000020000000000.0,7.5,5625.0
5.0,7611113333333330.0,8500020000000000.0,5625.0,6041666666666660.0
10.0,8055556666666660.0,8000020000000000.0,7.5,6458333333333330.0
5.0,5833336666666660.0,791667.0,7.5,5.0
5.0,7.5,691668.0,5625.0,6.25
10.0,7777783333333330.0,9000020000000000.0,7.5,6666666666666660.0
5.0,883334.0,9000020000000000.0,7.5,65625.0
10.0,74583325.0,916668.0,5.0,71875.0
5.0,8750005.0,8000020000000000.0,7.5,65625.0
10.0,7875.0,833334.0,5625.0,8125.0
5.0,8416665.0,8500020000000000.0,6875.0,59375.0
5.0,608333.0,9000020000000000.0,7.5,5625.0
5.0,694445.0,9000020000000000.0,7.5,6.25
5.0,6611106666666660.0,1000002.0,5.0,6458333333333330.0
5.0,741666.0,9000020000000000.0,7.5,53125.0
10.0,870834.0,958335.0,5625.0,84375.0
5.0,7333333333333330.0,8000020000000000.0,7.5,5833333333333330.0
5.0,6833329999999990.0,950002.0,7.5,6.25
5.0,524999.0,691668.0,7.5,5.0
10.0,7.5,958335.0,7.5,6458333333333330.0
10.0,5944440000000000.0,875001.0,7.5,7.5
10.0,48749975.0,958335.0,7.5,6.25
5.0,7055556666666660.0,8000020000000000.0,7.5,6041666666666660.0
5.0,7444443333333330.0,8500020000000000.0,7.5,6041666666666660.0
5.0,64583375.0,916668.0,7.5,4583333333333330.0
10.0,77083325.0,916668.0,10.0,78125.0
5.0,63749925.0,958335.0,5625.0,734375.0
5.0,7916665.0,8500020000000000.0,7.5,5625.0
5.0,841667.0,8916680000000000.0,6875.0,53125.0
5.0,883334.0,1000002.0,7.5,65625.0
5.0,61250025.0,791667.0,7.5,4583333333333330.0
5.0,7833335.0,950002.0,7.5,5625.0
10.0,8.25,8500020000000000.0,7.5,5625.0
10.0,829167.0,7.5,6.25,734375.0
5.0,7.5,8500020000000000.0,6.25,6666666666666660.0
5.0,7333330000000000.0,8500020000000000.0,7.5,5416666666666660.0
5.0,5708325.0,833334.0,7.5,6.25
5.0,755556.0,950002.0,7.5,6.25
5.0,691666.0,9000020000000000.0,7.5,5.0
5.0,6722223333333330.0,691668.0,7.5,5625.0
5.0,6833325.0,750002.0,5.0,5.0
5.0,699999.0,1000002.0,5625.0,46875.0
10.0,608333.0,833334.0,5625.0,5625.0
10.0,7.75,950002.0,7.5,5625.0
5.0,6111103333333330.0,833334.0,6875.0,734375.0
5.0,6277773333333330.0,708334.0,6.25,453125.0
10.0,8166670000000000.0,950002.0,7.5,6458333333333330.0
5.0,7055553333333330.0,8000020000000000.0,7.5,5833333333333330.0
5.0,7777780000000000.0,9000020000000000.0,7.5,6458333333333330.0
5.0,7875.0,708334.0,5.0,765625.0
5.0,5833325.0,916668.0,7.5,6875.0
5.0,56249925.0,708334.0,6.25,703125.0
5.0,7222223333333330.0,9000020000000000.0,5.0,5833333333333330.0
10.0,6999995.0,791667.0,7.5,71875.0
5.0,7.0,8500020000000000.0,7.5,5625.0
5.0,7166666666666660.0,9000020000000000.0,7.5,5833333333333330.0
10.0,7333333333333330.0,875001.0,7.5,71875.0
5.0,788889.0,9000020000000000.0,7.5,6041666666666660.0
5.0,8.5,950002.0,7.5,5625.0
5.0,7166655.0,950002.0,7.5,5625.0
10.0,6583325.0,1000002.0,7.5,53125.0
5.0,816667.0,8500020000000000.0,7.5,59375.0
5.0,8000003333333330.0,9000020000000000.0,6.25,6458333333333330.0
5.0,7555553333333330.0,1000002.0,7.5,6.25
5.0,7166665.0,950002.0,7.5,6.25
5.0,7.5,950002.0,7.5,6.25
5.0,6666665.0,741668.0,5625.0,5625.0
5.0,7.5,8500020000000000.0,5625.0,59375.0
10.0,7.5,8000020000000000.0,7.5,6.25
5.0,62916725.0,833334.0,7.5,671875.0
10.0,7166659999999990.0,9000020000000000.0,7.5,5625.0
5.0,6833325.0,950002.0,5.0,4375.0
5.0,5444436666666660.0,950002.0,5.0,3333333333333330.0
5.0,61250025.0,916668.0,7.5,6.25
5.0,6500005.0,708333.0,5625.0,5.0
10.0,7777776666666660.0,9000020000000000.0,5.0,6458333333333330.0
5.0,905556.0,1000002.0,7.5,6875.0
10.0,7333333333333330.0,8500020000000000.0,7.5,6041666666666660.0
5.0,6333325.0,950002.0,7.5,5.0
5.0,3875.0,916668.0,7.5,59375.0
10.0,7.5,916668.0,7.5,6875.0
5.0,8916665.0,9000020000000000.0,7.5,65625.0
5.0,7277776666666660.0,741668.0,7.5,6041666666666660.0
5.0,694444.0,950002.0,5.0,5833333333333330.0
5.0,7.5,9000020000000000.0,7.5,6458333333333330.0
5.0,6722219999999990.0,950002.0,7.5,6041666666666660.0
5.0,8.25,1000002.0,7.5,65625.0
10.0,86250025.0,916668.0,6.25,890625.0
5.0,544444.0,950002.0,7.5,4166666666666660.0
5.0,7888890000000000.0,950002.0,5.0,6666666666666660.0
5.0,866667.0,875001.0,6875.0,8125.0
5.0,7083325.0,8000020000000000.0,7.5,5625.0
5.0,5916665.0,9000020000000000.0,7.5,5.0
5.0,6499996666666660.0,741668.0,5.0,5625.0
5.0,7277776666666660.0,700002.0,7.5,6458333333333330.0
5.0,9416675.0,1000002.0,7.5,59375.0
10.0,8458335.0,916668.0,8.75,8.75
5.0,7166665.0,1000002.0,7.5,53125.0
5.0,7.5,950002.0,7.5,6.25
5.0,6055553333333330.0,583334.0,7.5,4375.0
5.0,741666.0,950002.0,7.5,5625.0
5.0,6944443333333330.0,9000020000000000.0,7.5,6041666666666660.0
5.0,6249995.0,9000020000000000.0,6875.0,5.0
10.0,827778.0,916668.0,5625.0,796875.0
5.0,6208325.0,7.5,7.5,734375.0
5.0,6666665.0,958335.0,7.5,828125.0
5.0,7333335.0,8500020000000000.0,6875.0,5625.0
10.0,8.25,875001.0,5.0,8.75
5.0,7166655.0,950002.0,7.5,53125.0
